Importance	Ngram	Frequency in Sex Columns	Frequency in Non Sex Columns
125	"ta	0.003937007874015748	0.0
126	/ma	0.003937007874015748	0.0001936108422071636
127	d_t	0.007874015748031496	0.015004840271055178
128	l_s	0.007874015748031496	0.023233301064859633
129	tra	0.0	0.033591481122942884
130	er/	0.003937007874015748	9.68054211035818e-05
131	s_g	0.003937007874015748	0.002032913843175218
132	or_	0.011811023622047244	0.062729912875121
133	t1_	0.0	0.009390125847047435
134	dis	0.003937007874015748	0.02584704743465634
135	umo	0.003937007874015748	0.02410454985479187
136	men	0.003937007874015748	0.07560503388189739
137	oni	0.0	0.012584704743465635
138	sin	0.007874015748031496	0.013649564375605034
139	10_	0.007874015748031496	0.042787996127783154
140	iso	0.011811023622047244	0.013165537270087124
141	all	0.0	0.012003872216844144
142	ono	0.003937007874015748	0.02846079380445305
143	ult	0.003937007874015748	0.024975798644724104
144	ato	0.003937007874015748	0.015101645692158761
145	pla	0.0	0.01723136495643756
146	gna	0.0	0.0028073572120038723
147	ese	0.0	0.007744433688286544
148	tin	0.0	0.02255566311713456
149	eco	0.003937007874015748	0.002904162633107454
150	mor	0.003937007874015748	0.03010648596321394
151	rce	0.003937007874015748	0.1728944820909971
152	be_	0.003937007874015748	0.002032913843175218
153	eat	0.0	0.08238141335914811
154	ixe	0.011811023622047244	0.002420135527589545
155	-de	0.0	0.017812197483059053
156	tim	0.0	0.022749273959341725
157	emi	0.003937007874015748	0.01026137463697967
158	er_	0.027559055118110236	0.07608906098741529
159	rig	0.0	0.005130687318489835
160	ere	0.0	0.023523717328170376
161	l_b	0.0	0.015295256534365925
162	-2_	0.0	0.023523717328170376
163	ng_	0.015748031496062992	0.03939980638915779
164	t_n	0.0	0.00590513068731849
165	str	0.0	0.019554695062923524
166	t_2	0.0	0.011229428848015489
167	upl	0.003937007874015748	0.0005808325266214908
168	ubt	0.0	0.0036786060019361085
169	ass	0.0	0.014133591481122943
170	ted	0.011811023622047244	0.058470474346563404
171	r2_	0.0	0.007163601161665053
172	rim	0.007874015748031496	0.02032913843175218
173	anc	0.003937007874015748	0.04027105517909003
174	pun	0.0	0.0003872216844143272
175	a-s	0.003937007874015748	0.01181026137463698
176	sta	0.011811023622047244	0.04385285575992256
177	nte	0.007874015748031496	0.012197483059051308
178	tip	0.0	0.003000968054211036
179	pit	0.0	0.018199419167473377
180	ola	0.011811023622047244	0.015392061955469506
181	man	0.011811023622047244	0.05788964181994192
182	rci	0.0	0.018199419167473377
183	iel	0.0	0.000968054211035818
184	mix	0.011811023622047244	0.0034849951597289448
185	o_1	0.0	0.004646660212971926
186	ibr	0.0	0.01771539206195547
187	eas	0.011811023622047244	0.038431752178121975
188	eks	0.003937007874015748	0.002032913843175218
189	las	0.0	0.041529525653436594
190	lie	0.003937007874015748	0.0007744433688286545
191	ram	0.0	0.007550822846079381
192	us_	0.003937007874015748	0.032139399806389156
193	ect	0.023622047244094488	0.04888673765730881
194	c1_	0.0	0.00968054211035818
195	det	0.007874015748031496	0.0003872216844143272
196	p_1	0.0	0.009293320425943852
197	lig	0.0	0.0036786060019361085
198	ati	0.011811023622047244	0.07357212003872217
199	ain	0.007874015748031496	0.016844143272023233
200	ag_	0.0	0.003291384317521781
201	unk	0.007874015748031496	0.0011616650532429815
202	rox	0.0	0.0016456921587608905
203	gex	0.0	0.000484027105517909
204	ant	0.007874015748031496	0.02429816069699903
205	met	0.007874015748031496	0.013165537270087124
206	ght	0.0	0.0025169409486931267
207	ol_	0.0	0.06795740561471443
208	st_	0.011811023622047244	0.041626331074540175
209	eup	0.003937007874015748	0.0002904162633107454
210	orm	0.003937007874015748	0.02216844143272023
211	r/g	0.003937007874015748	0.0
212	ule	0.0	0.003969022265246854
213	sag	0.0	0.011035818005808325
214	mbr	0.0	0.010454985479186834
215	opo	0.0	0.0031945788964181992
216	tat	0.007874015748031496	0.028751210067763794
217	ora	0.003937007874015748	0.004937076476282672
218	c_4	0.0	0.0011616650532429815
219	ys_	0.0	0.008518877057115199
220	ima	0.003937007874015748	0.01868344627299129
221	ase	0.003937007874015748	0.035333978702807356
222	fet	0.007874015748031496	0.004549854791868344
223	lth	0.007874015748031496	0.018102613746369796
224	gas	0.0	0.003291384317521781
225	cip	0.003937007874015748	0.0021297192642787998
226	ubj	0.007874015748031496	0.007163601161665053
227	of_	0.007874015748031496	0.01665053242981607
228	tie	0.007874015748031496	0.01897386253630203
229	co/	0.003937007874015748	0.0
230	17-	0.0	0.002420135527589545
231	esc	0.003937007874015748	0.015004840271055178
232	g52	0.003937007874015748	9.68054211035818e-05
233	rt_	0.0	0.008131655372700872
234	trl	0.0	0.012778315585672797
235	eri	0.007874015748031496	0.05643756050338819
236	ogr	0.0	0.0069699903194578895
237	dbg	0.003937007874015748	0.0
238	sua	0.0	0.0002904162633107454
239	43_	0.003937007874015748	0.01887705711519845
240	ts_	0.007874015748031496	0.015198451113262342
241	top	0.0	0.00590513068731849
242	bmc	0.0	0.009874152952565343
243	ith	0.007874015748031496	0.038044530493707644
244	dia	0.0	0.013649564375605034
245	ep2	0.0	0.026524685382381414
246	za/	0.003937007874015748	0.0
247	t41	0.0	0.0007744433688286545
248	ind	0.0	0.013359148112294288
249	eno	0.0	0.05179090029041626
250	ome	0.0	0.014133591481122943
251	n_d	0.003937007874015748	0.005808325266214908
252	n_s	0.003937007874015748	0.01297192642787996
253	dms	0.0	0.02255566311713456
254	ist	0.0	0.011713455953533397
255	6_o	0.003937007874015748	0.0005808325266214908
256	api	0.003937007874015748	0.00968054211035818
257	ay_	0.0	0.013843175217812198
258	fro	0.015748031496062992	0.023910939012584703
259	uma	0.011811023622047244	0.05537270087124879
260	fp_	0.0	0.0076476282671829625
261	491	0.003937007874015748	0.0018393030009680542
262	ign	0.0	0.003291384317521781
263	riv	0.003937007874015748	0.02584704743465634
264	raa	0.003937007874015748	0.0
265	ges	0.003937007874015748	0.008906098741529526
266	ing	0.007874015748031496	0.028654404646660213
267	agn	0.0	0.005711519845111326
268	cd4	0.0	0.01074540174249758
269	art	0.003937007874015748	0.010939012584704743
270	e_c	0.003937007874015748	0.03117134559535334
271	tum	0.003937007874015748	0.024491771539206196
272	atm	0.0	0.06263310745401743
273	col	0.015748031496062992	0.02216844143272023
274	uko	0.003937007874015748	0.0012584704743465634
275	lob	0.003937007874015748	0.002420135527589545
276	e_6	0.011811023622047244	0.002904162633107454
277	rep	0.0	0.05169409486931268
278	sti	0.0	0.015876089060987416
279	c3_	0.0	0.009874152952565343
280	(os	0.003937007874015748	0.0001936108422071636
281	ung	0.007874015748031496	0.016844143272023233
282	r_e	0.003937007874015748	0.0026137463697967086
283	lex	0.0	0.001936108422071636
284	ep3	0.0	0.01878025169409487
285	8x9	0.003937007874015748	0.0
286	x_1	0.0	0.0018393030009680542
287	nti	0.0	0.02032913843175218
288	oma	0.003937007874015748	0.053920619554695064
289	cat	0.0	0.021587608906098742
290	y_"	0.003937007874015748	0.0
291	cin	0.0	0.02362052274927396
292	231	0.0	0.01287512100677638
293	wt_	0.0	0.02594385285575992
294	um_	0.0	0.021103581800580834
295	nas	0.0	0.010358180058083253
296	iti	0.0	0.022362052274927397
297	ivo	0.0	0.0011616650532429815
298	de_	0.0	0.009099709583736688
299	e_8	0.003937007874015748	0.0022265246853823816
300	uln	0.0	9.68054211035818e-05
301	hrn	0.0	0.00648596321393998
302	r_g	0.003937007874015748	0.0013552758954501452
303	b_c	0.0	0.005227492739593417
304	ep1	0.0	0.02633107454017425
305	3_b	0.003937007874015748	0.0036786060019361085
306	--_	0.003937007874015748	0.0007744433688286545
307	hal	0.0	0.002420135527589545
308	ch_	0.0	0.006776379477250726
309	hou	0.0	0.010551790900290417
310	ry_	0.007874015748031496	0.03601161665053243
311	bra	0.007874015748031496	0.012003872216844144
312	hy_	0.007874015748031496	0.018199419167473377
313	now	0.007874015748031496	0.0017424975798644724
314	seq	0.003937007874015748	0.022458857696030978
315	9)_	0.0	0.0013552758954501452
316	8x1	0.003937007874015748	9.68054211035818e-05
317	nch	0.0	0.006776379477250726
318	t_1	0.0	0.012391093901258471
319	nic	0.0	0.01829622458857696
320	sec	0.003937007874015748	0.003969022265246854
321	ovi	0.0	0.012391093901258471
322	52_	0.003937007874015748	0.016263310745401743
323	mou	0.003937007874015748	0.009002904162633107
324	ps_	0.0	0.006582768635043562
325	oli	0.003937007874015748	0.005130687318489835
326	l_0	0.0	0.0007744433688286545
327	oid	0.003937007874015748	0.020813165537270088
328	jac	0.0	0.0025169409486931267
329	cy_	0.0	0.0012584704743465634
330	ear	0.007874015748031496	0.014230396902226525
331	ski	0.0	0.012487899322362052
332	352	0.003937007874015748	0.003291384317521781
333	enc	0.003937007874015748	0.008034849951597289
334	nce	0.007874015748031496	0.03659244917715392
335	lle	0.011811023622047244	0.006001936108422072
336	eps	0.0	0.0012584704743465634
337	2_[	0.003937007874015748	0.004549854791868344
338	th_	0.007874015748031496	0.029332042594385287
339	ryt	0.003937007874015748	0.0017424975798644724
340	13_	0.003937007874015748	0.033785091965150046
341	ld_	0.011811023622047244	0.009583736689254599
342	id_	0.007874015748031496	0.02913843175217812
343	rwa	0.0	0.002323330106485963
344	cc_	0.0	0.009002904162633107
345	iet	0.0	0.002904162633107454
346	bry	0.0	0.009583736689254599
347	d1_	0.0	0.0062923523717328175
348	[rn	0.003937007874015748	0.0005808325266214908
349	rou	0.0	0.008325266214908035
350	hss	0.0	9.68054211035818e-05
351	urv	0.0	0.0007744433688286545
352	q]_	0.003937007874015748	0.0010648596321393999
353	e_4	0.003937007874015748	0.006001936108422072
354	sit	0.0	0.013939980638915779
355	e_5	0.007874015748031496	0.004743465634075508
356	-fi	0.0	0.0006776379477250726
357	lon	0.003937007874015748	0.015295256534365925
358	ll/	0.003937007874015748	0.0001936108422071636
359	l_w	0.003937007874015748	0.0025169409486931267
360	le2	0.003937007874015748	0.0011616650532429815
361	ndi	0.0	0.01345595353339787
362	om_	0.015748031496062992	0.022458857696030978
363	ng5	0.003937007874015748	0.0001936108422071636
364	ast	0.007874015748031496	0.058857696030977735
365	rti	0.003937007874015748	0.00861568247821878
366	-3_	0.0	0.015101645692158761
367	sio	0.0	0.013939980638915779
368	z_r	0.0	0.0005808325266214908
369	c_c	0.0	0.019941916747337852
370	e_3	0.0	0.01132623426911907
371	ali	0.0	0.011907066795740561
372	r_3	0.0	0.007066795740561471
373	scr	0.003937007874015748	0.013843175217812198
374	ns_	0.003937007874015748	0.016360116166505324
375	e_m	0.007874015748031496	0.019457889641819943
376	so_	0.0	0.021684414327202323
377	ert	0.0	0.006098741529525654
378	ier	0.003937007874015748	0.0010648596321393999
379	mar	0.003937007874015748	0.027686350435624396
380	h9_	0.0	0.005711519845111326
381	+_b	0.0	0.0011616650532429815
382	irn	0.0	0.012100677637947725
383	ct_	0.003937007874015748	0.011132623426911906
384	oll	0.011811023622047244	0.006582768635043562
385	7_y	0.003937007874015748	0.000484027105517909
386	p_r	0.0	0.0025169409486931267
387	lat	0.011811023622047244	0.026040658276863506
388	ity	0.0	0.0063891577928363984
389	ocy	0.003937007874015748	0.02633107454017425
390	sis	0.0	0.019457889641819943
391	s_e	0.003937007874015748	0.0035818005808325266
392	pas	0.0	0.011616650532429816
393	)_2	0.0	0.0006776379477250726
394	rs_	0.003937007874015748	0.01771539206195547
395	e_g	0.003937007874015748	0.004549854791868344
396	sic	0.0	0.006873184898354308
397	065	0.0	0.0036786060019361085
398	hz-	0.003937007874015748	9.68054211035818e-05
399	reg	0.0	0.004356243949661181
400	t2_	0.0	0.007066795740561471
401	hod	0.0	0.0026137463697967086
402	ren	0.0	0.02042594385285576
403	ctr	0.0	0.016844143272023233
404	m_a	0.0	0.0037754114230396903
405	521	0.003937007874015748	0.0022265246853823816
406	lid	0.003937007874015748	0.0010648596321393999
407	b2_	0.0	0.004549854791868344
408	ec_	0.0	0.007938044530493708
409	car	0.0	0.027879961277831558
410	ery	0.003937007874015748	0.005324298160696999
411	nos	0.0	0.00861568247821878
412	ite	0.003937007874015748	0.005517909002904163
413	per	0.0	0.02216844143272023
414	s_p	0.003937007874015748	0.00861568247821878
415	sam	0.003937007874015748	0.02894482090997096
416	17_	0.003937007874015748	0.026718296224588576
417	don	0.003937007874015748	0.016166505324298162
418	nc_	0.0	0.006679574056147144
419	mx_	0.0	0.0001936108422071636
420	cyt	0.003937007874015748	0.029235237173281702
421	etf	0.003937007874015748	9.68054211035818e-05
422	stm	0.0	0.0008712487899322362
423	c_e	0.0	0.003291384317521781
424	a/f	0.003937007874015748	0.0
425	iop	0.003937007874015748	0.00590513068731849
426	116	0.0	0.013262342691190707
427	o_n	0.0	0.0012584704743465634
428	07_	0.003937007874015748	0.017909002904162634
429	yes	0.0	0.004743465634075508
430	her	0.0	0.01936108422071636
431	osi	0.0	0.014714424007744434
432	ura	0.0	0.008131655372700872
433	tic	0.007874015748031496	0.028267182962245885
434	sol	0.015748031496062992	0.010842207163601162
435	mes	0.003937007874015748	0.009293320425943852
436	-17	0.003937007874015748	0.0034849951597289448
437	ipt	0.003937007874015748	0.004937076476282672
438	noc	0.0	0.03330106485963214
439	21_	0.003937007874015748	0.02846079380445305
440	era	0.0	0.02420135527589545
441	est	0.007874015748031496	0.009099709583736688
442	eq_	0.0	0.01665053242981607
443	neg	0.0	0.011423039690222653
444	pat	0.007874015748031496	0.029719264278799614
445	dup	0.0	0.0005808325266214908
446	ols	0.003937007874015748	0.0010648596321393999
447	e_f	0.01968503937007874	0.010939012584704743
448	bat	0.0	0.00484027105517909
449	ins	0.0	0.01181026137463698
450	16-	0.0	0.004646660212971926
451	res	0.0	0.029332042594385287
452	g49	0.003937007874015748	0.0001936108422071636
453	cle	0.0	0.021393998063891577
454	25_	0.003937007874015748	0.023330106485963214
455	sc_	0.0	0.018199419167473377
456	tcr	0.0	0.000484027105517909
457	le1	0.003937007874015748	0.0012584704743465634
458	nfe	0.0	0.01558567279767667
459	ild	0.0	0.013262342691190707
460	ota	0.0	0.004743465634075508
461	hct	0.0	0.008034849951597289
462	f03	0.003937007874015748	0.0006776379477250726
463	s)"	0.003937007874015748	0.0
464	dty	0.0	0.003000968054211036
465	-1_	0.003937007874015748	0.024685382381413358
466	nul	0.003937007874015748	0.003291384317521781
467	yst	0.003937007874015748	0.003388189738625363
468	#1_	0.0	0.003969022265246854
469	eek	0.003937007874015748	0.0035818005808325266
470	loi	0.003937007874015748	0.004356243949661181
471	18_	0.003937007874015748	0.027686350435624396
472	ise	0.003937007874015748	0.02362052274927396
473	ng4	0.003937007874015748	9.68054211035818e-05
474	8_o	0.003937007874015748	0.0003872216844143272
475	sus	0.003937007874015748	0.001548886737657309
476	rmi	0.007874015748031496	0.0018393030009680542
477	ego	0.0	0.0003872216844143272
478	1_c	0.0	0.01723136495643756
479	t_d	0.007874015748031496	0.007550822846079381
480	16_	0.003937007874015748	0.03484995159728945
481	nar	0.0	0.0035818005808325266
482	aak	0.003937007874015748	0.0001936108422071636
483	osu	0.003937007874015748	0.0021297192642787998
484	0)_	0.0	0.002323330106485963
485	41_	0.0	0.01723136495643756
486	/ge	0.003937007874015748	9.68054211035818e-05
487	alo	0.0	0.0010648596321393999
488	n_1	0.0	0.004646660212971926
489	-18	0.003937007874015748	0.003872216844143272
490	lut	0.0	0.001548886737657309
491	e_d	0.007874015748031496	0.008518877057115199
492	rac	0.0	0.009002904162633107
493	14_	0.003937007874015748	0.03330106485963214
494	s)_	0.0	0.007744433688286544
495	asi	0.0	0.007938044530493708
496	t_g	0.003937007874015748	0.002904162633107454
497	3_l	0.0	0.003291384317521781
498	upp	0.003937007874015748	0.0010648596321393999
499	can	0.003937007874015748	0.033591481122942884
500	tur	0.0	0.01897386253630203
501	3_n	0.003937007874015748	0.0035818005808325266
502	lef	0.0	0.0021297192642787998
503	rot	0.0	0.00590513068731849
504	pol	0.0	0.005808325266214908
505	l_h	0.0	0.004646660212971926
506	f01	0.003937007874015748	0.0006776379477250726
507	017	0.003937007874015748	0.004453049370764763
508	ng3	0.003937007874015748	9.68054211035818e-05
509	ost	0.007874015748031496	0.02410454985479187
510	bje	0.007874015748031496	0.0069699903194578895
511	nrf	0.0	0.0005808325266214908
512	02_	0.0	0.018005808325266215
513	eur	0.0	0.018489835430784123
514	8x4	0.003937007874015748	9.68054211035818e-05
515	day	0.0	0.020716360116166507
516	ve_	0.0	0.02255566311713456
517	lti	0.0	0.0037754114230396903
518	y_s	0.007874015748031496	0.004356243949661181
519	yte	0.003937007874015748	0.024588576960309777
520	pos	0.003937007874015748	0.02197483059051307
521	rat	0.0	0.016069699903194578
522	ita	0.0	0.005324298160696999
523	9_y	0.003937007874015748	0.0005808325266214908
524	cho	0.0	0.006001936108422072
525	mis	0.007874015748031496	0.0026137463697967086
526	mul	0.0	0.007841239109390125
527	n_m	0.003937007874015748	0.008809293320425944
528	xpr	0.0	0.012487899322362052
529	itu	0.0	0.003291384317521781
530	(13	0.0	0.0001936108422071636
531	bga	0.003937007874015748	0.0
532	ash	0.0	0.000968054211035818
533	12_	0.003937007874015748	0.038044530493707644
534	n_l	0.003937007874015748	0.005421103581800581
535	no_	0.0	0.01287512100677638
536	asa	0.0	0.0034849951597289448
537	m_p	0.003937007874015748	0.005324298160696999
538	1_d	0.0	0.007454017424975799
539	is_	0.0	0.020038722168441433
540	mc_	0.0	0.008422071636011616
541	l_u	0.0	0.0010648596321393999
542	b12	0.0	0.002420135527589545
543	x18	0.003937007874015748	0.0001936108422071636
544	ver	0.0	0.025556631171345594
545	dbr	0.0	0.000484027105517909
546	ani	0.0	0.003969022265246854
547	smo	0.0	0.003388189738625363
548	-se	0.003937007874015748	0.012681510164569216
549	38x	0.003937007874015748	0.0
550	m_o	0.0	0.002323330106485963
551	dhl	0.0	0.0007744433688286545
552	h7_	0.0	0.003969022265246854
553	rge	0.003937007874015748	0.008228460793804453
554	hoo	0.0	0.000484027105517909
555	who	0.0	0.005517909002904163
556	bla	0.0	0.03175217812197483
557	efo	0.0	0.0017424975798644724
558	r_2	0.0	0.009777347531461762
559	e_2	0.007874015748031496	0.016456921587608905
560	20_	0.007874015748031496	0.02904162633107454
561	rom	0.015748031496062992	0.028654404646660213
562	hea	0.007874015748031496	0.023330106485963214
563	ept	0.0	0.0018393030009680542
564	ut_	0.0	0.011713455953533397
565	tes	0.0	0.023814133591481122
566	599	0.0	0.0010648596321393999
567	8x8	0.003937007874015748	0.0
568	min	0.007874015748031496	0.0063891577928363984
569	upu	0.003937007874015748	0.0002904162633107454
570	le3	0.003937007874015748	0.0007744433688286545
571	az_	0.0	0.0006776379477250726
572	ero	0.0	0.00648596321393998
573	iro	0.0	0.0012584704743465634
574	ime	0.007874015748031496	0.02265246853823814
575	-me	0.0	0.0017424975798644724
576	emu	0.0	0.0006776379477250726
577	t_i	0.003937007874015748	0.009196515004840271
578	rte	0.0	0.009874152952565343
579	yto	0.0	0.003969022265246854
580	1+_	0.0	0.0013552758954501452
581	imm	0.0	0.006776379477250726
582	mol	0.0	0.0050338818973862534
583	ipl	0.0	0.004453049370764763
584	l_5	0.0	0.003000968054211036
585	f_p	0.0	0.001452081316553727
586	atc	0.0	0.008906098741529526
587	k_d	0.0	0.0013552758954501452
588	ove	0.0	0.008228460793804453
589	ndo	0.0	0.01297192642787996
590	87_	0.0	0.013068731848983543
591	ral	0.003937007874015748	0.025556631171345594
592	sor	0.0	0.007163601161665053
593	4n0	0.0	0.0002904162633107454
594	62_	0.003937007874015748	0.02090997095837367
595	li_	0.0	0.001548886737657309
596	s_w	0.0	0.004937076476282672
597	(ce	0.0	0.0001936108422071636
598	4_n	0.0	0.002323330106485963
599	ehi	0.0	0.005711519845111326
600	o_m	0.0	0.001452081316553727
601	od_	0.0	0.030009680542110357
602	54_	0.0	0.015295256534365925
603	2-1	0.003937007874015748	0.004743465634075508
604	7-5	0.0	0.0008712487899322362
605	red	0.0	0.009196515004840271
606	a_s	0.003937007874015748	0.010067763794772507
607	t_u	0.0	0.004549854791868344
608	the	0.007874015748031496	0.03068731848983543
609	gra	0.0	0.013359148112294288
610	p7i	0.0	0.0001936108422071636
611	kin	0.0	0.014908034849951598
612	fec	0.0	0.022942884801548886
613	igh	0.0	0.009002904162633107
614	28_	0.003937007874015748	0.024394966118102615
615	6+_	0.0	0.0012584704743465634
616	arl	0.0	0.0026137463697967086
617	tar	0.003937007874015748	0.008034849951597289
618	ibc	0.003937007874015748	0.0006776379477250726
619	2_c	0.0	0.014036786060019362
620	ull	0.003937007874015748	0.003000968054211036
621	s5_	0.0	0.004065827686350436
622	6-g	0.0	0.000484027105517909
623	x11	0.003937007874015748	0.000968054211035818
624	ssi	0.007874015748031496	0.012197483059051308
625	l_1	0.0	0.011229428848015489
626	ifs	0.0	0.0001936108422071636
627	hsc	0.0	0.0017424975798644724
628	lia	0.0	0.024394966118102615
629	-sc	0.0	0.0011616650532429815
630	(br	0.0	0.0002904162633107454
631	4_o	0.007874015748031496	0.0012584704743465634
632	26_	0.003937007874015748	0.022362052274927397
633	x22	0.003937007874015748	0.0002904162633107454
634	nct	0.0	0.0018393030009680542
635	fix	0.0	0.0005808325266214908
636	a2_	0.0	0.0076476282671829625
637	2_n	0.003937007874015748	0.0056147144240077445
638	55_	0.0	0.016360116166505324
639	l_c	0.003937007874015748	0.047725072604065825
640	ow_	0.0	0.013359148112294288
641	inf	0.0	0.018199419167473377
642	flu	0.0	0.0036786060019361085
643	-23	0.0	0.008228460793804453
644	ula	0.0	0.019167473378509197
645	ort	0.0	0.01829622458857696
646	cal	0.0	0.018489835430784123
647	ret	0.0	0.008518877057115199
648	24_	0.003937007874015748	0.028170377541142304
649	ace	0.0	0.011713455953533397
650	eh-	0.0	0.0002904162633107454
651	uni	0.0	0.007260406582768635
652	a1_	0.0	0.006776379477250726
653	ega	0.0	0.009099709583736688
654	esp	0.0	0.0025169409486931267
655	tc_	0.0	0.003291384317521781
656	ien	0.015748031496062992	0.02729912875121007
657	rip	0.003937007874015748	0.022749273959341725
658	ncy	0.0	0.000968054211035818
659	tiu	0.0	0.0001936108422071636
660	ayc	0.0	0.0001936108422071636
661	2_s	0.0	0.011616650532429816
662	usa	0.0	0.002420135527589545
